Project Name,Transacted Price ($),Area (SQFT),Street Name,Type of Sale,Type of Area,Property Type,Number of Units,Postal District,Market Segment,Data_Source,Year,Month,start_floor,end_floor,is_freehold,lease_duration_years,lease_commencement_year,remaining_lease_years,lease_age_at_sale,lease_maturity_ratio,lease_category_encoded,is_peak_season,is_november,quarter,month_sin,month_cos
GUILLEMARD SUITES,770000.0,495.14,GUILLEMARD ROAD,Resale,Strata,Apartment,1.0,14.0,Rest of Central Region,train,22,7,1,5,1,9999,0,9999,0,0.0,0,0,0,3,-0.4999999999999998,-0.8660254037844388
THE RESERVE RESIDENCES,2181830.0,936.47,JALAN ANAK BUKIT,New Sale,Strata,Apartment,1.0,21.0,Rest of Central Region,train,23,5,6,10,0,99,2021,97,2,0.020202020202020204,1,0,0,2,0.49999999999999994,-0.8660254037844387
PICCADILLY GRAND,3273000.0,1679.18,NORTHUMBERLAND ROAD,New Sale,Strata,Apartment,1.0,8.0,Rest of Central Region,train,23,6,6,10,0,99,2021,97,2,0.020202020202020204,1,0,0,2,1.2246467991473532e-16,-1.0
CANNINGHILL PIERS,3316000.0,1259.39,CLARKE QUAY,New Sale,Strata,Apartment,1.0,6.0,Rest of Central Region,train,22,4,16,20,0,99,2021,98,1,0.010101010101010102,1,0,0,2,0.8660254037844387,-0.49999999999999983
J'DEN,2640000.0,1140.98,JURONG EAST CENTRAL 1,New Sale,Strata,Apartment,1.0,22.0,Outside Central Region,train,23,11,16,20,0,99,2023,99,0,0.0,1,1,1,4,-0.5000000000000004,0.8660254037844384
HAIG 162,610000.0,365.98,HAIG ROAD,Resale,Strata,Apartment,1.0,15.0,Rest of Central Region,train,21,10,11,15,1,9999,0,9999,0,0.0,0,1,0,4,-0.8660254037844386,0.5000000000000001
8 @ MOUNT SOPHIA,2000000.0,1453.14,MOUNT SOPHIA,Resale,Strata,Condominium,1.0,9.0,Core Central Region,train,20,9,1,5,0,103,2002,85,18,0.17475728155339806,1,0,0,3,-1.0,-1.8369701987210297e-16
MIDTOWN RESIDENCES,910000.0,635.08,UPPER SERANGOON ROAD,Resale,Strata,Apartment,1.0,19.0,Outside Central Region,train,22,4,6,10,0,99,2013,90,9,0.09090909090909091,1,0,0,2,0.8660254037844387,-0.49999999999999983
AFFINITY AT SERANGOON,860000.0,538.2,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,Apartment,1.0,19.0,Outside Central Region,train,24,4,1,5,0,99,2018,93,6,0.06060606060606061,1,0,0,2,0.8660254037844387,-0.49999999999999983
KENTISH COURT,1220000.0,1087.16,OXFORD ROAD,Resale,Strata,Apartment,1.0,8.0,Rest of Central Region,train,21,9,1,5,0,99,1995,73,26,0.26262626262626265,2,0,0,3,-1.0,-1.8369701987210297e-16
EMERALD OF KATONG,2792000.0,1022.58,JALAN TEMBUSU,New Sale,Strata,Condominium,1.0,15.0,Rest of Central Region,train,24,11,16,20,0,99,2023,98,1,0.010101010101010102,1,1,1,4,-0.5000000000000004,0.8660254037844384
NORMANTON PARK,2003000.0,1065.64,NORMANTON PARK,New Sale,Strata,Apartment,1.0,5.0,Rest of Central Region,train,22,2,21,25,0,99,2019,96,3,0.030303030303030304,1,0,0,1,0.8660254037844386,0.5000000000000001
NORMANTON PARK,1306990.0,764.24,NORMANTON PARK,New Sale,Strata,Apartment,1.0,5.0,Rest of Central Region,train,21,1,11,15,0,99,2019,97,2,0.020202020202020204,1,0,0,1,0.49999999999999994,0.8660254037844387
PASIR RIS 8,1848000.0,1302.44,PASIR RIS DRIVE 8,New Sale,Strata,Apartment,1.0,18.0,Outside Central Region,train,21,7,1,5,0,99,2021,99,0,0.0,1,0,0,3,-0.4999999999999998,-0.8660254037844388
SKY EDEN@BEDOK,1460000.0,688.9,BEDOK CENTRAL,New Sale,Strata,Apartment,1.0,16.0,Outside Central Region,train,22,9,6,10,0,99,2022,99,0,0.0,1,0,0,3,-1.0,-1.8369701987210297e-16
RIVERGATE,2956000.0,1044.11,ROBERTSON QUAY,Resale,Strata,Apartment,1.0,9.0,Core Central Region,train,24,11,11,15,1,9999,0,9999,0,0.0,0,1,1,4,-0.5000000000000004,0.8660254037844384
KENT RIDGE HILL RESIDENCES,3034350.0,1776.06,SOUTH BUONA VISTA ROAD,New Sale,Strata,Apartment,1.0,5.0,Rest of Central Region,train,21,3,1,5,0,99,2018,96,3,0.030303030303030304,1,0,0,1,1.0,6.123233995736766e-17
VIVA VISTA,700000.0,376.74,SOUTH BUONA VISTA ROAD,Resale,Strata,Apartment,1.0,5.0,Rest of Central Region,train,24,4,1,5,1,9999,0,9999,0,0.0,0,0,0,2,0.8660254037844387,-0.49999999999999983
EASTERN LAGOON,1675000.0,1001.05,UPPER EAST COAST ROAD,Resale,Strata,Condominium,1.0,16.0,Outside Central Region,train,24,11,1,5,1,9999,0,9999,0,0.0,0,1,1,4,-0.5000000000000004,0.8660254037844384
ONE-NORTH RESIDENCES,2650000.0,1614.6,ONE-NORTH GATEWAY,Resale,Strata,Apartment,1.0,5.0,Rest of Central Region,train,24,7,6,10,0,99,2005,80,19,0.1919191919191919,1,0,0,3,-0.4999999999999998,-0.8660254037844388
MODA,1650000.0,968.76,EAST COAST ROAD,Resale,Strata,Apartment,1.0,15.0,Rest of Central Region,train,20,12,6,10,1,9999,0,9999,0,0.0,0,0,0,4,-2.4492935982947064e-16,1.0
NORWOOD GRAND,1287000.0,624.31,CHAMPIONS WAY,New Sale,Strata,Apartment,1.0,25.0,Outside Central Region,train,24,10,1,5,0,99,2023,98,1,0.010101010101010102,1,1,0,4,-0.8660254037844386,0.5000000000000001
THE MADEIRA,895000.0,936.47,BUKIT BATOK STREET 31,Resale,Strata,Condominium,1.0,23.0,Outside Central Region,train,21,7,21,25,0,99,2000,78,21,0.21212121212121213,2,0,0,3,-0.4999999999999998,-0.8660254037844388
THE WATERGARDENS AT CANBERRA,1879000.0,1302.44,CANBERRA DRIVE,New Sale,Strata,Apartment,1.0,27.0,Outside Central Region,train,21,8,1,5,0,99,2020,98,1,0.010101010101010102,1,0,0,3,-0.8660254037844384,-0.5000000000000004
TRIBECA,1340000.0,516.67,KIM SENG ROAD,Resale,Strata,Condominium,1.0,9.0,Core Central Region,train,23,11,21,25,1,9999,0,9999,0,0.0,0,1,1,4,-0.5000000000000004,0.8660254037844384
THE WISTERIA,1100000.0,968.76,YISHUN RING ROAD,Resale,Strata,Apartment,1.0,27.0,Outside Central Region,train,21,12,1,5,0,99,2015,93,6,0.06060606060606061,1,0,0,4,-2.4492935982947064e-16,1.0
TEDGE,1789167.0,1119.46,CHANGI ROAD,New Sale,Strata,Apartment,1.0,14.0,Outside Central Region,train,21,6,1,5,1,9999,0,9999,0,0.0,0,0,0,2,1.2246467991473532e-16,-1.0
THE CLEMENT CANOPY,2280000.0,1345.5,CLEMENTI AVENUE 1,Resale,Strata,Apartment,1.0,5.0,Outside Central Region,train,23,5,36,40,0,99,2016,92,7,0.0707070707070707,1,0,0,2,0.49999999999999994,-0.8660254037844387
JERVOIS MANSION,2391322.0,1022.58,JERVOIS CLOSE,New Sale,Strata,Apartment,1.0,10.0,Core Central Region,train,21,10,1,5,1,9999,0,9999,0,0.0,0,1,0,4,-0.8660254037844386,0.5000000000000001
CANNINGHILL PIERS,2638000.0,882.65,CLARKE QUAY,New Sale,Strata,Apartment,1.0,6.0,Rest of Central Region,train,21,11,16,20,0,99,2021,99,0,0.0,1,1,1,4,-0.5000000000000004,0.8660254037844384
FAIRMOUNT CONDOMINIUM,1620000.0,1959.05,EASTWOOD ROAD,Resale,Strata,Condominium,1.0,16.0,Outside Central Region,train,22,10,1,5,0,99,1996,73,26,0.26262626262626265,2,1,0,4,-0.8660254037844386,0.5000000000000001
EMERALD OF KATONG,2361000.0,904.18,JALAN TEMBUSU,New Sale,Strata,Condominium,1.0,15.0,Rest of Central Region,train,24,11,11,15,0,99,2023,98,1,0.010101010101010102,1,1,1,4,-0.5000000000000004,0.8660254037844384
ASPEN HEIGHTS,3250000.0,1582.31,RIVER VALLEY ROAD,Resale,Strata,Condominium,1.0,9.0,Core Central Region,train,22,7,11,15,0,999,1841,818,181,0.18118118118118118,1,0,0,3,-0.4999999999999998,-0.8660254037844388
LEONIE HILL RESIDENCES,3250115.0,1410.08,LEONIE HILL ROAD,Resale,Strata,Apartment,1.0,9.0,Core Central Region,train,22,6,16,20,1,9999,0,9999,0,0.0,0,0,0,2,1.2246467991473532e-16,-1.0
THE NAUTICAL,1090000.0,990.29,JALAN SENDUDOK,Resale,Strata,Condominium,1.0,27.0,Outside Central Region,train,21,12,1,5,0,99,2011,89,10,0.10101010101010101,1,0,0,4,-2.4492935982947064e-16,1.0
DUNMAN VIEW,1610000.0,1216.33,HAIG ROAD,Resale,Strata,Condominium,1.0,15.0,Rest of Central Region,train,22,8,1,5,0,99,1997,74,25,0.25252525252525254,2,0,0,3,-0.8660254037844384,-0.5000000000000004
WOODSVILLE 28,1438888.0,882.65,WOODSVILLE CLOSE,Resale,Strata,Apartment,1.0,13.0,Rest of Central Region,train,24,3,6,10,0,99,2007,82,17,0.1717171717171717,1,0,0,1,1.0,6.123233995736766e-17
IRWELL HILL RESIDENCES,4112000.0,1582.31,IRWELL HILL,New Sale,Strata,Apartment,1.0,9.0,Core Central Region,train,21,4,6,10,0,99,2020,98,1,0.010101010101010102,1,0,0,2,0.8660254037844387,-0.49999999999999983
THE JOVELL,1027100.0,667.37,FLORA DRIVE,New Sale,Strata,Condominium,1.0,17.0,Outside Central Region,train,21,10,6,10,0,99,2018,96,3,0.030303030303030304,1,1,0,4,-0.8660254037844386,0.5000000000000001
THE CONTINUUM,3026000.0,1087.16,THIAM SIEW AVENUE,New Sale,Strata,Apartment,1.0,15.0,Rest of Central Region,train,24,11,6,10,1,9999,0,9999,0,0.0,0,1,1,4,-0.5000000000000004,0.8660254037844384
ZEDGE,1150000.0,721.19,AKYAB ROAD,Resale,Strata,Apartment,1.0,11.0,Core Central Region,train,22,6,16,20,1,9999,0,9999,0,0.0,0,0,0,2,1.2246467991473532e-16,-1.0
SANT RITZ,1800000.0,1054.87,PHENG GECK AVENUE,Resale,Strata,Condominium,1.0,13.0,Rest of Central Region,train,22,11,16,20,0,99,2012,89,10,0.10101010101010101,1,1,1,4,-0.5000000000000004,0.8660254037844384
THE GAZANIA,2098000.0,914.94,HOW SUN DRIVE,New Sale,Strata,Condominium,1.0,19.0,Outside Central Region,train,22,5,1,5,1,9999,0,9999,0,0.0,0,0,0,2,0.49999999999999994,-0.8660254037844387
STRATUM,610000.0,473.62,ELIAS ROAD,Resale,Strata,Condominium,1.0,18.0,Outside Central Region,train,22,8,1,5,0,99,2012,89,10,0.10101010101010101,1,0,0,3,-0.8660254037844384,-0.5000000000000004
MAYFAIR GARDENS,1638000.0,764.24,RIFLE RANGE ROAD,New Sale,Strata,Condominium,1.0,21.0,Rest of Central Region,train,22,1,1,5,0,99,2018,95,4,0.04040404040404041,1,0,0,1,0.49999999999999994,0.8660254037844387
DUCHESS CREST,1900000.0,1087.16,DUCHESS AVENUE,Resale,Strata,Condominium,1.0,10.0,Core Central Region,train,24,9,1,5,0,99,1995,70,29,0.29292929292929293,2,0,0,3,-1.0,-1.8369701987210297e-16
THE CREST,3465000.0,1700.71,PRINCE CHARLES CRESCENT,Resale,Strata,Condominium,1.0,3.0,Rest of Central Region,train,21,4,1,5,0,99,2012,90,9,0.09090909090909091,1,0,0,2,0.8660254037844387,-0.49999999999999983
QUEENS,2030000.0,1194.8,STIRLING ROAD,Resale,Strata,Condominium,1.0,3.0,Rest of Central Region,train,24,3,31,35,0,99,1998,73,26,0.26262626262626265,2,0,0,1,1.0,6.123233995736766e-17
PARBURY HILL CONDOMINIUM,3060000.0,2249.68,PARBURY AVENUE,Resale,Strata,Condominium,1.0,16.0,Outside Central Region,train,22,8,1,5,1,9999,0,9999,0,0.0,0,0,0,3,-0.8660254037844384,-0.5000000000000004
SKY EDEN@BEDOK,1764000.0,893.41,BEDOK CENTRAL,New Sale,Strata,Apartment,1.0,16.0,Outside Central Region,train,22,9,6,10,0,99,2022,99,0,0.0,1,0,0,3,-1.0,-1.8369701987210297e-16
SUITES DE LAUREL,990000.0,613.55,JALAN ANAK BUKIT,Resale,Strata,Apartment,1.0,21.0,Rest of Central Region,train,21,9,1,5,0,999,1885,863,136,0.13613613613613615,1,0,0,3,-1.0,-1.8369701987210297e-16
THE CONTINUUM,1750000.0,667.37,THIAM SIEW AVENUE,New Sale,Strata,Apartment,1.0,15.0,Rest of Central Region,train,23,5,1,5,1,9999,0,9999,0,0.0,0,0,0,2,0.49999999999999994,-0.8660254037844387
GRANDE VISTA,2938888.0,3476.77,CACTUS DRIVE,Resale,Strata,Condominium,1.0,28.0,Outside Central Region,train,21,6,6,10,0,999,1886,864,135,0.13513513513513514,1,0,0,2,1.2246467991473532e-16,-1.0
SKY HABITAT,1575000.0,893.41,BISHAN STREET 15,Resale,Strata,Condominium,1.0,20.0,Rest of Central Region,train,24,2,1,5,0,99,2011,86,13,0.13131313131313133,1,0,0,1,0.8660254037844386,0.5000000000000001
THE FLORENCE RESIDENCES,1269000.0,796.54,HOUGANG AVENUE 2,New Sale,Strata,Apartment,1.0,19.0,Outside Central Region,train,21,8,16,20,0,99,2018,96,3,0.030303030303030304,1,0,0,3,-0.8660254037844384,-0.5000000000000004
THE ATRIA AT MEYER,3180000.0,1474.67,MEYER ROAD,Resale,Strata,Condominium,1.0,15.0,Rest of Central Region,train,23,12,11,15,1,9999,0,9999,0,0.0,0,0,0,4,-2.4492935982947064e-16,1.0
CHUAN PARK,1878300.0,731.95,LORONG CHUAN,New Sale,Strata,Condominium,1.0,19.0,Outside Central Region,train,24,11,6,10,0,99,2024,99,0,0.0,1,1,1,4,-0.5000000000000004,0.8660254037844384
FYVE DERBYSHIRE,1865000.0,796.54,DERBYSHIRE ROAD,New Sale,Strata,Apartment,1.0,11.0,Core Central Region,train,20,8,11,15,1,9999,0,9999,0,0.0,0,0,0,3,-0.8660254037844384,-0.5000000000000004
PENROSE,2030000.0,1184.04,SIMS DRIVE,New Sale,Strata,Apartment,1.0,14.0,Rest of Central Region,train,21,11,1,5,0,99,2019,97,2,0.020202020202020204,1,1,1,4,-0.5000000000000004,0.8660254037844384
KI RESIDENCES AT BROOKVALE,1473000.0,861.12,BROOKVALE DRIVE,New Sale,Strata,Condominium,1.0,21.0,Outside Central Region,train,20,12,6,10,0,999,1885,864,135,0.13513513513513514,1,0,0,4,-2.4492935982947064e-16,1.0
JADESCAPE,2582000.0,1420.85,SHUNFU ROAD,New Sale,Strata,Condominium,1.0,20.0,Rest of Central Region,train,21,2,16,20,0,99,2018,96,3,0.030303030303030304,1,0,0,1,0.8660254037844386,0.5000000000000001
THE MYST,3029000.0,1517.72,UPPER BUKIT TIMAH ROAD,New Sale,Strata,Condominium,1.0,23.0,Outside Central Region,train,24,3,11,15,0,99,2023,98,1,0.010101010101010102,1,0,0,1,1.0,6.123233995736766e-17
THE PALETTE,1151000.0,1065.64,PASIR RIS GROVE,Resale,Strata,Condominium,1.0,18.0,Outside Central Region,train,21,6,1,5,0,99,2010,88,11,0.1111111111111111,1,0,0,2,1.2246467991473532e-16,-1.0
OLEANAS RESIDENCE,3300000.0,1550.02,KIM YAM ROAD,Resale,Strata,Condominium,1.0,9.0,Core Central Region,train,24,4,1,5,1,9999,0,9999,0,0.0,0,0,0,2,0.8660254037844387,-0.49999999999999983
THE WOODLEIGH RESIDENCES,1250000.0,570.49,BIDADARI PARK DRIVE,Sub Sale,Strata,Apartment,1.0,13.0,Rest of Central Region,train,23,7,6,10,0,99,2017,93,6,0.06060606060606061,1,0,0,3,-0.4999999999999998,-0.8660254037844388
CHATEAU LE FAME,3150000.0,2088.22,EWE BOON ROAD,Resale,Strata,Apartment,1.0,10.0,Core Central Region,train,21,7,1,5,1,9999,0,9999,0,0.0,0,0,0,3,-0.4999999999999998,-0.8660254037844388
THE BELVEDERE,2600000.0,1377.79,MEYER ROAD,Resale,Strata,Condominium,1.0,15.0,Rest of Central Region,train,20,12,16,20,1,9999,0,9999,0,0.0,0,0,0,4,-2.4492935982947064e-16,1.0
THE ANTARES,1310000.0,731.95,MATTAR ROAD,New Sale,Strata,Apartment,1.0,14.0,Rest of Central Region,train,21,7,1,5,0,99,2018,96,3,0.030303030303030304,1,0,0,3,-0.4999999999999998,-0.8660254037844388
LIV @ MB,1812000.0,753.48,ARTHUR ROAD,New Sale,Strata,Condominium,1.0,15.0,Rest of Central Region,train,22,5,6,10,0,99,2021,98,1,0.010101010101010102,1,0,0,2,0.49999999999999994,-0.8660254037844387
AMBER PARK,1743930.0,699.66,AMBER GARDENS,New Sale,Strata,Condominium,1.0,15.0,Rest of Central Region,train,21,3,11,15,1,9999,0,9999,0,0.0,0,0,0,1,1.0,6.123233995736766e-17
NORMANTON PARK,912081.0,516.67,NORMANTON PARK,New Sale,Strata,Apartment,1.0,5.0,Rest of Central Region,train,21,1,21,25,0,99,2019,97,2,0.020202020202020204,1,0,0,1,0.49999999999999994,0.8660254037844387
THE CONTINUUM,3124000.0,1087.16,THIAM SIEW AVENUE,New Sale,Strata,Apartment,1.0,15.0,Rest of Central Region,train,23,5,6,10,1,9999,0,9999,0,0.0,0,0,0,2,0.49999999999999994,-0.8660254037844387
PARC ESTA,2277000.0,1410.08,SIMS AVENUE,New Sale,Strata,Apartment,1.0,14.0,Rest of Central Region,train,20,8,16,20,0,99,2018,97,2,0.020202020202020204,1,0,0,3,-0.8660254037844384,-0.5000000000000004
URBAN VISTA,1000000.0,613.55,TANAH MERAH KECHIL LINK,Resale,Strata,Condominium,1.0,16.0,Outside Central Region,train,24,8,11,15,0,99,2012,87,12,0.12121212121212122,1,0,0,3,-0.8660254037844384,-0.5000000000000004
THE ROCHESTER RESIDENCES,1220000.0,871.88,ROCHESTER DRIVE,Resale,Strata,Apartment,1.0,5.0,Rest of Central Region,train,20,11,26,30,0,99,2005,84,15,0.15151515151515152,1,1,1,4,-0.5000000000000004,0.8660254037844384
RICHMOND PARK,3800000.0,1291.68,BIDEFORD ROAD,Resale,Strata,Condominium,1.0,9.0,Core Central Region,train,24,12,6,10,1,9999,0,9999,0,0.0,0,0,0,4,-2.4492935982947064e-16,1.0
SLOANE RESIDENCES,3581500.0,1248.62,BALMORAL ROAD,New Sale,Strata,Apartment,1.0,10.0,Core Central Region,train,22,12,6,10,1,9999,0,9999,0,0.0,0,0,0,4,-2.4492935982947064e-16,1.0
THE PALETTE,1650000.0,1334.74,PASIR RIS GROVE,Resale,Strata,Condominium,1.0,18.0,Outside Central Region,train,24,2,1,5,0,99,2010,85,14,0.1414141414141414,1,0,0,1,0.8660254037844386,0.5000000000000001
THE ESTA,3505000.0,1560.78,AMBER GARDENS,Resale,Strata,Condominium,1.0,15.0,Rest of Central Region,train,23,5,11,15,1,9999,0,9999,0,0.0,0,0,0,2,0.49999999999999994,-0.8660254037844387
AMO RESIDENCE,2737000.0,1291.68,ANG MO KIO RISE,New Sale,Strata,Apartment,1.0,20.0,Outside Central Region,train,22,7,16,20,0,99,2021,98,1,0.010101010101010102,1,0,0,3,-0.4999999999999998,-0.8660254037844388
PARK COLONIAL,1318888.0,635.08,WOODLEIGH LANE,Sub Sale,Strata,Condominium,1.0,13.0,Rest of Central Region,train,22,9,1,5,0,99,2017,94,5,0.050505050505050504,1,0,0,3,-1.0,-1.8369701987210297e-16
DAIRY FARM RESIDENCES,1190300.0,710.42,DAIRY FARM LANE,New Sale,Strata,Apartment,1.0,23.0,Outside Central Region,train,21,9,11,15,0,99,2018,96,3,0.030303030303030304,1,0,0,3,-1.0,-1.8369701987210297e-16
FORETT@BUKIT TIMAH,2038000.0,1033.34,TOH TUCK ROAD,New Sale,Strata,Apartment,1.0,21.0,Rest of Central Region,train,20,12,1,5,1,9999,0,9999,0,0.0,0,0,0,4,-2.4492935982947064e-16,1.0
MOUNTBATTEN SUITES,1880000.0,1108.69,MOUNTBATTEN ROAD,Resale,Strata,Apartment,1.0,15.0,Rest of Central Region,train,24,10,1,5,1,9999,0,9999,0,0.0,0,1,0,4,-0.8660254037844386,0.5000000000000001
THE ANTARES,1012860.0,602.78,MATTAR ROAD,New Sale,Strata,Apartment,1.0,14.0,Rest of Central Region,train,20,8,1,5,0,99,2018,97,2,0.020202020202020204,1,0,0,3,-0.8660254037844384,-0.5000000000000004
KI RESIDENCES AT BROOKVALE,1448000.0,753.48,BROOKVALE DRIVE,New Sale,Strata,Condominium,1.0,21.0,Outside Central Region,train,21,7,6,10,0,999,1885,863,136,0.13613613613613615,1,0,0,3,-0.4999999999999998,-0.8660254037844388
THE MILTONIA RESIDENCES,885000.0,839.59,MILTONIA CLOSE,Resale,Strata,Condominium,1.0,27.0,Outside Central Region,train,22,5,1,5,0,99,2010,87,12,0.12121212121212122,1,0,0,2,0.49999999999999994,-0.8660254037844387
PENROSE,1217000.0,699.66,SIMS DRIVE,New Sale,Strata,Apartment,1.0,14.0,Rest of Central Region,train,20,9,6,10,0,99,2019,98,1,0.010101010101010102,1,0,0,3,-1.0,-1.8369701987210297e-16
NORMANTON PARK,1450750.0,828.83,NORMANTON PARK,New Sale,Strata,Apartment,1.0,5.0,Rest of Central Region,train,21,7,11,15,0,99,2019,97,2,0.020202020202020204,1,0,0,3,-0.4999999999999998,-0.8660254037844388
SOUTHBANK,1600000.0,904.18,NORTH BRIDGE ROAD,Resale,Strata,Apartment,1.0,7.0,Rest of Central Region,train,21,12,21,25,0,99,2006,84,15,0.15151515151515152,1,0,0,4,-2.4492935982947064e-16,1.0
SKY EDEN@BEDOK,2359000.0,1087.16,BEDOK CENTRAL,New Sale,Strata,Apartment,1.0,16.0,Outside Central Region,train,24,1,11,15,0,99,2022,97,2,0.020202020202020204,1,0,0,1,0.49999999999999994,0.8660254037844387
THE M,2175000.0,742.72,MIDDLE ROAD,New Sale,Strata,Apartment,1.0,7.0,Core Central Region,train,21,7,16,20,0,99,2019,97,2,0.020202020202020204,1,0,0,3,-0.4999999999999998,-0.8660254037844388
ONE PEARL BANK,3130000.0,1097.93,PEARL BANK,New Sale,Strata,Apartment,1.0,3.0,Rest of Central Region,train,23,8,31,35,0,99,2019,95,4,0.04040404040404041,1,0,0,3,-0.8660254037844384,-0.5000000000000004
LEEDON GREEN,1657000.0,538.2,LEEDON HEIGHTS,New Sale,Strata,Condominium,1.0,10.0,Core Central Region,train,23,6,6,10,1,9999,0,9999,0,0.0,0,0,0,2,1.2246467991473532e-16,-1.0
BRADDELL VIEW,1630000.0,1560.78,BRADDELL HILL,Resale,Strata,Apartment,1.0,20.0,Rest of Central Region,train,24,9,1,5,0,103,1977,56,47,0.4563106796116505,3,0,0,3,-1.0,-1.8369701987210297e-16
STRATUM,1280000.0,1097.93,ELIAS ROAD,Resale,Strata,Condominium,1.0,18.0,Outside Central Region,train,22,2,1,5,0,99,2012,89,10,0.10101010101010101,1,0,0,1,0.8660254037844386,0.5000000000000001
THE PANORAMA,1330000.0,775.01,ANG MO KIO AVENUE 2,Resale,Strata,Condominium,1.0,20.0,Outside Central Region,train,22,12,11,15,0,99,2013,90,9,0.09090909090909091,1,0,0,4,-2.4492935982947064e-16,1.0
THE HILLFORD,708000.0,505.91,JALAN JURONG KECHIL,Resale,Strata,Apartment,1.0,21.0,Rest of Central Region,train,24,5,1,5,0,60,2013,49,11,0.18333333333333332,3,0,0,2,0.49999999999999994,-0.8660254037844387
LENTOR MODERN,1523610.0,678.13,LENTOR CENTRAL,New Sale,Strata,Apartment,1.0,26.0,Outside Central Region,train,22,9,21,25,0,99,2021,98,1,0.010101010101010102,1,0,0,3,-1.0,-1.8369701987210297e-16
TREASURE AT TAMPINES,2134000.0,1722.24,TAMPINES LANE,New Sale,Strata,Condominium,1.0,18.0,Outside Central Region,train,20,9,11,15,0,99,2018,97,2,0.020202020202020204,1,0,0,3,-1.0,-1.8369701987210297e-16
ST THOMAS SUITES,5750000.0,2604.89,ST. THOMAS WALK,Resale,Strata,Condominium,1.0,9.0,Core Central Region,train,23,3,21,25,1,9999,0,9999,0,0.0,0,0,0,1,1.0,6.123233995736766e-17
SKY EDEN@BEDOK,1635000.0,742.72,BEDOK CENTRAL,New Sale,Strata,Apartment,1.0,16.0,Outside Central Region,train,22,9,11,15,0,99,2022,99,0,0.0,1,0,0,3,-1.0,-1.8369701987210297e-16
THE FLORENCE RESIDENCES,1068000.0,635.08,HOUGANG AVENUE 2,Sub Sale,Strata,Apartment,1.0,19.0,Outside Central Region,train,24,7,1,5,0,99,2018,93,6,0.06060606060606061,1,0,0,3,-0.4999999999999998,-0.8660254037844388
THE RESERVE RESIDENCES,1172159.0,441.32,JALAN ANAK BUKIT,New Sale,Strata,Apartment,1.0,21.0,Rest of Central Region,train,23,5,11,15,0,99,2021,97,2,0.020202020202020204,1,0,0,2,0.49999999999999994,-0.8660254037844387
CARISSA PARK CONDOMINIUM,1438888.0,1323.97,FLORA DRIVE,Resale,Strata,Condominium,1.0,17.0,Outside Central Region,train,22,7,6,10,1,9999,0,9999,0,0.0,0,0,0,3,-0.4999999999999998,-0.8660254037844388
MEYER BLUE,2283000.0,710.42,MEYER ROAD,New Sale,Strata,Apartment,1.0,15.0,Rest of Central Region,train,24,10,11,15,1,9999,0,9999,0,0.0,0,1,0,4,-0.8660254037844386,0.5000000000000001
GRAND DUNMAN,2105000.0,775.01,DUNMAN ROAD,New Sale,Strata,Apartment,1.0,15.0,Rest of Central Region,train,23,7,11,15,0,99,2022,98,1,0.010101010101010102,1,0,0,3,-0.4999999999999998,-0.8660254037844388
LIV @ MB,3078000.0,1270.15,ARTHUR ROAD,New Sale,Strata,Condominium,1.0,15.0,Rest of Central Region,train,22,5,16,20,0,99,2021,98,1,0.010101010101010102,1,0,0,2,0.49999999999999994,-0.8660254037844387
THE TRE VER,890000.0,495.14,POTONG PASIR AVENUE 1,Sub Sale,Strata,Condominium,1.0,13.0,Rest of Central Region,train,23,12,6,10,0,99,2018,94,5,0.050505050505050504,1,0,0,4,-2.4492935982947064e-16,1.0
ONE-NORTH EDEN,2125000.0,1119.46,SLIM BARRACKS RISE,New Sale,Strata,Apartment,1.0,5.0,Rest of Central Region,train,21,4,6,10,0,99,2019,97,2,0.020202020202020204,1,0,0,2,0.8660254037844387,-0.49999999999999983
MIDWOOD,1140000.0,688.9,HILLVIEW RISE,New Sale,Strata,Condominium,1.0,23.0,Outside Central Region,train,20,10,6,10,0,99,2018,97,2,0.020202020202020204,1,1,0,4,-0.8660254037844386,0.5000000000000001
CANNINGHILL PIERS,1662000.0,538.2,CLARKE QUAY,New Sale,Strata,Apartment,1.0,6.0,Rest of Central Region,train,21,11,36,40,0,99,2021,99,0,0.0,1,1,1,4,-0.5000000000000004,0.8660254037844384
LEEDON GREEN,2938000.0,1162.51,LEEDON HEIGHTS,New Sale,Strata,Condominium,1.0,10.0,Core Central Region,train,21,1,11,15,1,9999,0,9999,0,0.0,0,0,0,1,0.49999999999999994,0.8660254037844387
NORTH PARK RESIDENCES,1350000.0,828.83,YISHUN CENTRAL 1,Resale,Strata,Apartment,1.0,27.0,Outside Central Region,train,22,6,6,10,0,99,2015,92,7,0.0707070707070707,1,0,0,2,1.2246467991473532e-16,-1.0
FORESQUE RESIDENCES,1555000.0,1237.86,PETIR ROAD,Resale,Strata,Condominium,1.0,23.0,Outside Central Region,train,22,4,11,15,0,99,2011,88,11,0.1111111111111111,1,0,0,2,0.8660254037844387,-0.49999999999999983
KOPAR AT NEWTON,1379840.0,516.67,MAKEWAY AVENUE,New Sale,Strata,Apartment,1.0,9.0,Core Central Region,train,22,7,11,15,0,99,2019,96,3,0.030303030303030304,1,0,0,3,-0.4999999999999998,-0.8660254037844388
