Project Name,Transacted Price ($),Area (SQFT),Street Name,Type of Sale,Type of Area,Property Type,Number of Units,Postal District,Market Segment,Data_Source,Year,Month,start_floor,end_floor,is_freehold,lease_duration_years,lease_commencement_year,remaining_lease_years,lease_age_at_sale,lease_maturity_ratio,lease_category_encoded,is_peak_season,is_november,quarter,month_sin,month_cos
PARC CLEMATIS,1732500.0,1044.11,JALAN LEMPENG,New Sale,Strata,Apartment,1.0,5.0,Outside Central Region,train,20,10,16,20,0,99,2019,98,1,0.010101010101010102,1,1,0,4,-0.8660254037844386,0.5000000000000001
MOUNT SOPHIA SUITES,903000.0,559.73,SOPHIA ROAD,Resale,Strata,Apartment,1.0,9.0,Core Central Region,train,21,7,1,5,1,9999,0,9999,0,0.0,0,0,0,3,-0.4999999999999998,-0.8660254037844388
THE FLORENCE RESIDENCES,810000.0,484.38,HOUGANG AVENUE 2,New Sale,Strata,Apartment,1.0,19.0,Outside Central Region,train,20,11,11,15,0,99,2018,97,2,0.020202020202020204,1,1,1,4,-0.5000000000000004,0.8660254037844384
COASTLINE RESIDENCES,2887000.0,1108.69,AMBER ROAD,New Sale,Strata,Apartment,1.0,15.0,Rest of Central Region,train,21,11,16,20,1,9999,0,9999,0,0.0,0,1,1,4,-0.5000000000000004,0.8660254037844384
MIDWOOD,1417000.0,904.18,HILLVIEW RISE,New Sale,Strata,Condominium,1.0,23.0,Outside Central Region,train,21,5,6,10,0,99,2018,96,3,0.030303030303030304,1,0,0,2,0.49999999999999994,-0.8660254037844387
SERAYA VILLE,1428000.0,1431.61,SERAYA LANE,Resale,Strata,Apartment,1.0,15.0,Rest of Central Region,train,20,10,1,5,1,9999,0,9999,0,0.0,0,1,0,4,-0.8660254037844386,0.5000000000000001
WATERFRONT @ FABER,1990000.0,1291.68,FABER WALK,Resale,Strata,Apartment,1.0,5.0,Outside Central Region,train,23,7,1,5,0,99,2013,89,10,0.10101010101010101,1,0,0,3,-0.4999999999999998,-0.8660254037844388
AMBER PARK,3299000.0,1302.44,AMBER GARDENS,New Sale,Strata,Condominium,1.0,15.0,Rest of Central Region,train,22,3,6,10,1,9999,0,9999,0,0.0,0,0,0,1,1.0,6.123233995736766e-17
MODENA,1510000.0,1560.78,SIMEI STREET 4,Resale,Strata,Condominium,1.0,18.0,Outside Central Region,train,21,5,6,10,0,99,1997,75,24,0.24242424242424243,2,0,0,2,0.49999999999999994,-0.8660254037844387
EDELWEISS PARK CONDOMINIUM,975000.0,1054.87,FLORA ROAD,Resale,Strata,Condominium,1.0,17.0,Outside Central Region,train,21,8,6,10,1,9999,0,9999,0,0.0,0,0,0,3,-0.8660254037844384,-0.5000000000000004
THE CENTRIS,1310000.0,1270.15,JURONG WEST CENTRAL 3,Resale,Strata,Apartment,1.0,22.0,Outside Central Region,train,21,5,1,5,0,99,2006,84,15,0.15151515151515152,1,0,0,2,0.49999999999999994,-0.8660254037844387
WOODHAVEN,660000.0,592.02,WOODGROVE AVENUE,Resale,Strata,Condominium,1.0,25.0,Outside Central Region,train,21,9,1,5,0,99,2011,89,10,0.10101010101010101,1,0,0,3,-1.0,-1.8369701987210297e-16
THE LAKESHORE,930000.0,871.88,JURONG WEST STREET 41,Resale,Strata,Condominium,1.0,22.0,Outside Central Region,train,20,11,1,5,0,99,2002,81,18,0.18181818181818182,1,1,1,4,-0.5000000000000004,0.8660254037844384
THE ANTARES,2333000.0,1367.03,MATTAR ROAD,New Sale,Strata,Apartment,1.0,14.0,Rest of Central Region,train,21,9,6,10,0,99,2018,96,3,0.030303030303030304,1,0,0,3,-1.0,-1.8369701987210297e-16
SOUTHAVEN II,1449988.0,958.0,HINDHEDE WALK,Resale,Strata,Condominium,1.0,21.0,Outside Central Region,train,23,8,1,5,0,999,1877,853,146,0.14614614614614616,1,0,0,3,-0.8660254037844384,-0.5000000000000004
THE HYDE,1505000.0,548.96,BALMORAL ROAD,New Sale,Strata,Condominium,1.0,10.0,Core Central Region,train,22,8,1,5,1,9999,0,9999,0,0.0,0,0,0,3,-0.8660254037844384,-0.5000000000000004
SIMS URBAN OASIS,1140000.0,624.31,SIMS DRIVE,Resale,Strata,Condominium,1.0,14.0,Rest of Central Region,train,23,5,16,20,0,99,2014,90,9,0.09090909090909091,1,0,0,2,0.49999999999999994,-0.8660254037844387
HYLL ON HOLLAND,2018500.0,699.66,HOLLAND ROAD,New Sale,Strata,Condominium,1.0,10.0,Core Central Region,train,23,6,6,10,1,9999,0,9999,0,0.0,0,0,0,2,1.2246467991473532e-16,-1.0
BARTLEY RESIDENCES,1330000.0,1065.64,LORONG HOW SUN,Resale,Strata,Apartment,1.0,19.0,Outside Central Region,train,21,3,1,5,0,99,2011,89,10,0.10101010101010101,1,0,0,1,1.0,6.123233995736766e-17
NEPTUNE COURT,1320000.0,1270.15,MARINE VISTA,Resale,Strata,Apartment,1.0,15.0,Outside Central Region,train,22,12,1,5,0,99,1976,53,46,0.46464646464646464,3,0,0,4,-2.4492935982947064e-16,1.0
EMERALD OF KATONG,1675000.0,645.84,JALAN TEMBUSU,New Sale,Strata,Condominium,1.0,15.0,Rest of Central Region,train,24,11,1,5,0,99,2023,98,1,0.010101010101010102,1,1,1,4,-0.5000000000000004,0.8660254037844384
TEMBUSU GRAND,3407000.0,1431.61,JALAN TEMBUSU,New Sale,Strata,Condominium,1.0,15.0,Rest of Central Region,train,23,7,6,10,0,99,2022,98,1,0.010101010101010102,1,0,0,3,-0.4999999999999998,-0.8660254037844388
HIGH OAK CONDOMINIUM,1710000.0,1733.0,TOH TUCK ROAD,Resale,Strata,Condominium,1.0,21.0,Rest of Central Region,train,21,3,1,5,0,99,1996,74,25,0.25252525252525254,2,0,0,1,1.0,6.123233995736766e-17
SKY EDEN@BEDOK,1517000.0,688.9,BEDOK CENTRAL,New Sale,Strata,Apartment,1.0,16.0,Outside Central Region,train,22,9,11,15,0,99,2022,99,0,0.0,1,0,0,3,-1.0,-1.8369701987210297e-16
AMBER PARK,1768000.0,753.48,AMBER GARDENS,New Sale,Strata,Condominium,1.0,15.0,Rest of Central Region,train,21,3,11,15,1,9999,0,9999,0,0.0,0,0,0,1,1.0,6.123233995736766e-17
MIDWOOD,1132000.0,699.66,HILLVIEW RISE,New Sale,Strata,Condominium,1.0,23.0,Outside Central Region,train,21,6,6,10,0,99,2018,96,3,0.030303030303030304,1,0,0,2,1.2246467991473532e-16,-1.0
MEYER BLUE,3588000.0,1140.98,MEYER ROAD,New Sale,Strata,Apartment,1.0,15.0,Rest of Central Region,train,24,10,11,15,1,9999,0,9999,0,0.0,0,1,0,4,-0.8660254037844386,0.5000000000000001
HILLVIEW REGENCY,815000.0,968.76,BUKIT BATOK EAST AVENUE 2,Resale,Strata,Condominium,1.0,23.0,Outside Central Region,train,21,2,6,10,0,99,2000,78,21,0.21212121212121213,2,0,0,1,0.8660254037844386,0.5000000000000001
THE LILIUM,2238000.0,1227.1,HOW SUN ROAD,New Sale,Strata,Condominium,1.0,19.0,Outside Central Region,train,23,3,1,5,1,9999,0,9999,0,0.0,0,0,0,1,1.0,6.123233995736766e-17
SENGKANG GRAND RESIDENCES,1810400.0,1011.82,COMPASSVALE BOW,New Sale,Strata,Apartment,1.0,19.0,Outside Central Region,train,21,4,11,15,0,99,2018,96,3,0.030303030303030304,1,0,0,2,0.8660254037844387,-0.49999999999999983
PICCADILLY GRAND,2232000.0,1097.93,NORTHUMBERLAND ROAD,New Sale,Strata,Apartment,1.0,8.0,Rest of Central Region,train,22,5,6,10,0,99,2021,98,1,0.010101010101010102,1,0,0,2,0.49999999999999994,-0.8660254037844387
THE WATERINA,1515000.0,1087.16,LORONG 40 GEYLANG,Resale,Strata,Apartment,1.0,14.0,Rest of Central Region,train,21,4,1,5,1,9999,0,9999,0,0.0,0,0,0,2,0.8660254037844387,-0.49999999999999983
CASPIAN,1180000.0,936.47,LAKESIDE DRIVE,Resale,Strata,Condominium,1.0,22.0,Outside Central Region,train,22,9,1,5,0,99,2008,85,14,0.1414141414141414,1,0,0,3,-1.0,-1.8369701987210297e-16
PARC CLEMATIS,1888000.0,893.41,JALAN LEMPENG,Sub Sale,Strata,Apartment,1.0,5.0,Outside Central Region,train,23,10,11,15,0,99,2019,95,4,0.04040404040404041,1,1,0,4,-0.8660254037844386,0.5000000000000001
PARC CLEMATIS,1661000.0,968.76,JALAN LEMPENG,New Sale,Strata,Apartment,1.0,5.0,Outside Central Region,train,21,8,21,25,0,99,2019,97,2,0.020202020202020204,1,0,0,3,-0.8660254037844384,-0.5000000000000004
IRWELL HILL RESIDENCES,1669000.0,613.55,IRWELL HILL,New Sale,Strata,Apartment,1.0,9.0,Core Central Region,train,21,11,21,25,0,99,2020,98,1,0.010101010101010102,1,1,1,4,-0.5000000000000004,0.8660254037844384
PINE GROVE,1230000.0,1162.51,PINE GROVE,Resale,Strata,Condominium,1.0,21.0,Rest of Central Region,train,21,6,16,20,0,99,1984,62,37,0.37373737373737376,2,0,0,2,1.2246467991473532e-16,-1.0
AFFINITY AT SERANGOON,1645380.0,1076.4,SERANGOON NORTH AVENUE 1,New Sale,Strata,Apartment,1.0,19.0,Outside Central Region,train,21,6,1,5,0,99,2018,96,3,0.030303030303030304,1,0,0,2,1.2246467991473532e-16,-1.0
KASSIA,916000.0,473.62,FLORA DRIVE,New Sale,Strata,Condominium,1.0,17.0,Outside Central Region,train,24,7,6,10,1,9999,0,9999,0,0.0,0,0,0,3,-0.4999999999999998,-0.8660254037844388
THE AVENIR,3505000.0,1140.98,RIVER VALLEY CLOSE,New Sale,Strata,Condominium,1.0,9.0,Core Central Region,train,22,5,16,20,1,9999,0,9999,0,0.0,0,0,0,2,0.49999999999999994,-0.8660254037844387
JADESCAPE,947000.0,527.44,SHUNFU ROAD,New Sale,Strata,Condominium,1.0,20.0,Rest of Central Region,train,20,8,6,10,0,99,2018,97,2,0.020202020202020204,1,0,0,3,-0.8660254037844384,-0.5000000000000004
MIDTOWN MODERN,2661120.0,1065.64,TAN QUEE LAN STREET,New Sale,Strata,Apartment,1.0,7.0,Core Central Region,train,21,3,6,10,0,99,2019,97,2,0.020202020202020204,1,0,0,1,1.0,6.123233995736766e-17
THE CLEMENT CANOPY,1188000.0,710.42,CLEMENTI AVENUE 1,Sub Sale,Strata,Apartment,1.0,5.0,Outside Central Region,train,21,5,21,25,0,99,2016,94,5,0.050505050505050504,1,0,0,2,0.49999999999999994,-0.8660254037844387
NORMANTON PARK,1629000.0,936.47,NORMANTON PARK,New Sale,Strata,Apartment,1.0,5.0,Rest of Central Region,train,21,8,1,5,0,99,2019,97,2,0.020202020202020204,1,0,0,3,-0.8660254037844384,-0.5000000000000004
PAVILION 11,2450000.0,1485.43,AKYAB ROAD,Resale,Strata,Condominium,1.0,11.0,Core Central Region,train,21,3,16,20,1,9999,0,9999,0,0.0,0,0,0,1,1.0,6.123233995736766e-17
SELETAR PARK RESIDENCE,1038000.0,839.59,SELETAR ROAD,Resale,Strata,Condominium,1.0,28.0,Outside Central Region,train,22,2,1,5,0,99,2011,88,11,0.1111111111111111,1,0,0,1,0.8660254037844386,0.5000000000000001
KINGSFORD . HILLVIEW PEAK,760000.0,516.67,HILLVIEW RISE,Resale,Strata,Condominium,1.0,23.0,Outside Central Region,train,24,6,1,5,0,99,2012,87,12,0.12121212121212122,1,0,0,2,1.2246467991473532e-16,-1.0
ONE AMBER,2410000.0,1302.44,AMBER GARDENS,Resale,Strata,Condominium,1.0,15.0,Rest of Central Region,train,21,9,11,15,1,9999,0,9999,0,0.0,0,0,0,3,-1.0,-1.8369701987210297e-16
COCO PALMS,1250000.0,753.48,PASIR RIS GROVE,Resale,Strata,Condominium,1.0,18.0,Outside Central Region,train,24,4,1,5,0,99,2008,83,16,0.16161616161616163,1,0,0,2,0.8660254037844387,-0.49999999999999983
LANDBAY CONDOMINIUM,1960000.0,1194.8,JALAN HAJIJAH,Resale,Strata,Condominium,1.0,16.0,Outside Central Region,train,22,6,1,5,1,9999,0,9999,0,0.0,0,0,0,2,1.2246467991473532e-16,-1.0
BARTLEY VUE,2270000.0,1065.64,JALAN BUNGA RAMPAI,New Sale,Strata,Apartment,1.0,19.0,Rest of Central Region,train,24,6,11,15,0,99,2020,95,4,0.04040404040404041,1,0,0,2,1.2246467991473532e-16,-1.0
LENTOR MODERN,2194000.0,968.76,LENTOR CENTRAL,New Sale,Strata,Apartment,1.0,26.0,Outside Central Region,train,23,11,21,25,0,99,2021,97,2,0.020202020202020204,1,1,1,4,-0.5000000000000004,0.8660254037844384
TREASURE AT TAMPINES,1291000.0,914.94,TAMPINES LANE,New Sale,Strata,Condominium,1.0,18.0,Outside Central Region,train,21,6,6,10,0,99,2018,96,3,0.030303030303030304,1,0,0,2,1.2246467991473532e-16,-1.0
CASA FLORA,1900000.0,1840.64,SALAM WALK,Resale,Strata,Condominium,1.0,16.0,Outside Central Region,train,21,8,1,5,1,9999,0,9999,0,0.0,0,0,0,3,-0.8660254037844384,-0.5000000000000004
ONE PEARL BANK,3634000.0,1431.61,PEARL BANK,New Sale,Strata,Apartment,1.0,3.0,Rest of Central Region,train,21,1,36,40,0,99,2019,97,2,0.020202020202020204,1,0,0,1,0.49999999999999994,0.8660254037844387
FORETT@BUKIT TIMAH,1456000.0,721.19,TOH TUCK ROAD,New Sale,Strata,Apartment,1.0,21.0,Rest of Central Region,train,20,8,6,10,1,9999,0,9999,0,0.0,0,0,0,3,-0.8660254037844384,-0.5000000000000004
TRIBECA,3900000.0,1905.23,KIM SENG ROAD,Resale,Strata,Condominium,1.0,9.0,Core Central Region,train,22,5,6,10,1,9999,0,9999,0,0.0,0,0,0,2,0.49999999999999994,-0.8660254037844387
SENNETT RESIDENCE,1392888.0,893.41,PHENG GECK AVENUE,Resale,Strata,Condominium,1.0,13.0,Rest of Central Region,train,22,5,1,5,0,99,2011,88,11,0.1111111111111111,1,0,0,2,0.49999999999999994,-0.8660254037844387
CITYLIGHTS,2040000.0,1442.38,JELLICOE ROAD,Resale,Strata,Condominium,1.0,8.0,Rest of Central Region,train,20,11,26,30,0,99,2004,83,16,0.16161616161616163,1,1,1,4,-0.5000000000000004,0.8660254037844384
THE LANAI,1665000.0,1044.11,HILLVIEW AVENUE,Resale,Strata,Condominium,1.0,23.0,Outside Central Region,train,23,7,6,10,0,999,1885,861,138,0.13813813813813813,1,0,0,3,-0.4999999999999998,-0.8660254037844388
FOURTH AVENUE RESIDENCES,2308000.0,947.23,FOURTH AVENUE,New Sale,Strata,Apartment,1.0,10.0,Core Central Region,train,22,4,1,5,0,99,2018,95,4,0.04040404040404041,1,0,0,2,0.8660254037844387,-0.49999999999999983
VALLEY PARK,2200000.0,1216.33,RIVER VALLEY ROAD,Resale,Strata,Condominium,1.0,10.0,Core Central Region,train,21,6,6,10,0,999,1877,855,144,0.14414414414414414,1,0,0,2,1.2246467991473532e-16,-1.0
DE CENTURION,1130000.0,775.01,TANJONG RHU ROAD,Resale,Strata,Apartment,1.0,15.0,Rest of Central Region,train,21,1,1,5,1,9999,0,9999,0,0.0,0,0,0,1,0.49999999999999994,0.8660254037844387
DAIRY FARM RESIDENCES,1214500.0,710.42,DAIRY FARM LANE,New Sale,Strata,Apartment,1.0,23.0,Outside Central Region,train,21,11,1,5,0,99,2018,96,3,0.030303030303030304,1,1,1,4,-0.5000000000000004,0.8660254037844384
EMERALD OF KATONG,3015000.0,1151.75,JALAN TEMBUSU,New Sale,Strata,Condominium,1.0,15.0,Rest of Central Region,train,24,11,11,15,0,99,2023,98,1,0.010101010101010102,1,1,1,4,-0.5000000000000004,0.8660254037844384
THE MINTON,1485000.0,990.29,HOUGANG STREET 11,Resale,Strata,Condominium,1.0,19.0,Outside Central Region,train,24,12,6,10,0,99,2007,82,17,0.1717171717171717,1,0,0,4,-2.4492935982947064e-16,1.0
LIV @ MB,3030000.0,1119.46,ARTHUR ROAD,New Sale,Strata,Condominium,1.0,15.0,Rest of Central Region,train,23,4,16,20,0,99,2021,97,2,0.020202020202020204,1,0,0,2,0.8660254037844387,-0.49999999999999983
TREASURE AT TAMPINES,745000.0,462.85,TAMPINES LANE,Sub Sale,Strata,Condominium,1.0,18.0,Outside Central Region,train,23,5,6,10,0,99,2018,94,5,0.050505050505050504,1,0,0,2,0.49999999999999994,-0.8660254037844387
REGENT GROVE,1075000.0,1162.51,CHOA CHU KANG NORTH 7,Resale,Strata,Condominium,1.0,23.0,Outside Central Region,train,23,3,1,5,0,99,1997,73,26,0.26262626262626265,2,0,0,1,1.0,6.123233995736766e-17
THE BLOSSOMVALE,1675000.0,839.59,DUNEARN ROAD,Resale,Strata,Condominium,1.0,21.0,Rest of Central Region,train,23,4,1,5,0,999,1884,860,139,0.13913913913913914,1,0,0,2,0.8660254037844387,-0.49999999999999983
EAST MEWS,2490000.0,2142.04,MOUNTBATTEN ROAD,Resale,Strata,Apartment,1.0,15.0,Rest of Central Region,train,21,6,1,5,1,9999,0,9999,0,0.0,0,0,0,2,1.2246467991473532e-16,-1.0
CAPE ROYALE,5717000.0,2508.01,COVE WAY,Resale,Strata,Condominium,1.0,4.0,Core Central Region,train,23,4,16,20,0,99,2008,84,15,0.15151515151515152,1,0,0,2,0.8660254037844387,-0.49999999999999983
WATERFRONT KEY,1450000.0,1205.57,BEDOK RESERVOIR ROAD,Resale,Strata,Condominium,1.0,16.0,Outside Central Region,train,21,11,1,5,0,99,2007,85,14,0.1414141414141414,1,1,1,4,-0.5000000000000004,0.8660254037844384
STRATUM,888000.0,775.01,ELIAS ROAD,Resale,Strata,Condominium,1.0,18.0,Outside Central Region,train,22,1,1,5,0,99,2012,89,10,0.10101010101010101,1,0,0,1,0.49999999999999994,0.8660254037844387
FORESQUE RESIDENCES,1755000.0,1280.92,PETIR ROAD,Resale,Strata,Condominium,1.0,23.0,Outside Central Region,train,23,12,1,5,0,99,2011,87,12,0.12121212121212122,1,0,0,4,-2.4492935982947064e-16,1.0
38 I SUITES,750000.0,505.91,IPOH LANE,Resale,Strata,Apartment,1.0,15.0,Rest of Central Region,train,21,11,11,15,1,9999,0,9999,0,0.0,0,1,1,4,-0.5000000000000004,0.8660254037844384
THE GLADES,788000.0,462.85,BEDOK RISE,Resale,Strata,Condominium,1.0,16.0,Outside Central Region,train,24,2,1,5,0,99,2013,88,11,0.1111111111111111,1,0,0,1,0.8660254037844386,0.5000000000000001
NATURA@HILLVIEW,715000.0,538.2,HILLVIEW TERRACE,Resale,Strata,Apartment,1.0,23.0,Outside Central Region,train,22,1,1,5,1,9999,0,9999,0,0.0,0,0,0,1,0.49999999999999994,0.8660254037844387
RIVERGATE,4600000.0,2088.22,ROBERTSON QUAY,Resale,Strata,Apartment,1.0,9.0,Core Central Region,train,20,10,6,10,1,9999,0,9999,0,0.0,0,1,0,4,-0.8660254037844386,0.5000000000000001
NOVENA LODGE,1728000.0,947.23,JALAN MERLIMAU,Resale,Strata,Condominium,1.0,11.0,Core Central Region,train,22,5,1,5,1,9999,0,9999,0,0.0,0,0,0,2,0.49999999999999994,-0.8660254037844387
GUILLEMARD EDGE,760000.0,548.96,LORONG 30 GEYLANG,Resale,Strata,Apartment,1.0,14.0,Rest of Central Region,train,21,1,6,10,1,9999,0,9999,0,0.0,0,0,0,1,0.49999999999999994,0.8660254037844387
LEEDON GREEN,1655400.0,613.55,LEEDON HEIGHTS,New Sale,Strata,Condominium,1.0,10.0,Core Central Region,train,20,11,1,5,1,9999,0,9999,0,0.0,0,1,1,4,-0.5000000000000004,0.8660254037844384
THE RESERVE RESIDENCES,2258480.0,882.65,JALAN ANAK BUKIT,New Sale,Strata,Apartment,1.0,21.0,Rest of Central Region,train,23,6,26,30,0,99,2021,97,2,0.020202020202020204,1,0,0,2,1.2246467991473532e-16,-1.0
THE MINTON,1340000.0,979.52,HOUGANG STREET 11,Resale,Strata,Condominium,1.0,19.0,Outside Central Region,train,23,11,1,5,0,99,2007,83,16,0.16161616161616163,1,1,1,4,-0.5000000000000004,0.8660254037844384
DOUBLE BAY RESIDENCES,2400000.0,1550.02,SIMEI STREET 4,Resale,Strata,Condominium,1.0,18.0,Outside Central Region,train,24,11,1,5,0,99,2008,83,16,0.16161616161616163,1,1,1,4,-0.5000000000000004,0.8660254037844384
COASTLINE RESIDENCES,2881000.0,1130.22,AMBER ROAD,New Sale,Strata,Apartment,1.0,15.0,Rest of Central Region,train,21,5,11,15,1,9999,0,9999,0,0.0,0,0,0,2,0.49999999999999994,-0.8660254037844387
COSTA RHU,1590000.0,1399.32,RHU CROSS,Resale,Strata,Condominium,1.0,15.0,Rest of Central Region,train,22,2,1,5,0,99,1994,71,28,0.2828282828282828,2,0,0,1,0.8660254037844386,0.5000000000000001
DAIRY FARM RESIDENCES,1012500.0,645.84,DAIRY FARM LANE,New Sale,Strata,Apartment,1.0,23.0,Outside Central Region,train,21,2,1,5,0,99,2018,96,3,0.030303030303030304,1,0,0,1,0.8660254037844386,0.5000000000000001
RIVERSAILS,1180000.0,1108.69,UPPER SERANGOON CRESCENT,Resale,Strata,Condominium,1.0,19.0,Outside Central Region,train,21,4,11,15,0,99,2011,89,10,0.10101010101010101,1,0,0,2,0.8660254037844387,-0.49999999999999983
PARC RIVIERA,970000.0,602.78,WEST COAST VALE,Resale,Strata,Condominium,1.0,5.0,Outside Central Region,train,24,2,1,5,0,99,2015,90,9,0.09090909090909091,1,0,0,1,0.8660254037844386,0.5000000000000001
THE HILL @ONE-NORTH,2414000.0,947.23,SLIM BARRACKS RISE,New Sale,Strata,Apartment,1.0,5.0,Rest of Central Region,train,24,4,6,10,0,99,2022,97,2,0.020202020202020204,1,0,0,2,0.8660254037844387,-0.49999999999999983
THE METROPOLITAN CONDOMINIUM,2600000.0,1743.77,ALEXANDRA VIEW,Resale,Strata,Condominium,1.0,3.0,Rest of Central Region,train,20,9,26,30,0,99,2006,85,14,0.1414141414141414,1,0,0,3,-1.0,-1.8369701987210297e-16
THE CONTINUUM,2995000.0,1087.16,THIAM SIEW AVENUE,New Sale,Strata,Apartment,1.0,15.0,Rest of Central Region,train,23,7,1,5,1,9999,0,9999,0,0.0,0,0,0,3,-0.4999999999999998,-0.8660254037844388
DOMUS,1480000.0,904.18,IRRAWADDY ROAD,Resale,Strata,Apartment,1.0,12.0,Rest of Central Region,train,21,3,21,25,1,9999,0,9999,0,0.0,0,0,0,1,1.0,6.123233995736766e-17
STIRLING RESIDENCES,1124000.0,505.91,STIRLING ROAD,New Sale,Strata,Apartment,1.0,3.0,Rest of Central Region,train,21,5,36,40,0,99,2017,95,4,0.04040404040404041,1,0,0,2,0.49999999999999994,-0.8660254037844387
AFFINITY AT SERANGOON,1320000.0,775.01,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,Apartment,1.0,19.0,Outside Central Region,train,24,2,1,5,0,99,2018,93,6,0.06060606060606061,1,0,0,1,0.8660254037844386,0.5000000000000001
SAVANNAH CONDOPARK,1250000.0,1733.0,SIMEI RISE,Resale,Strata,Condominium,1.0,18.0,Outside Central Region,train,21,7,1,5,0,99,2000,78,21,0.21212121212121213,2,0,0,3,-0.4999999999999998,-0.8660254037844388
THE GARDEN RESIDENCES,2358000.0,1539.25,SERANGOON NORTH VIEW,New Sale,Strata,Apartment,1.0,19.0,Outside Central Region,train,20,9,11,15,0,99,2017,96,3,0.030303030303030304,1,0,0,3,-1.0,-1.8369701987210297e-16
CENTRA LOFT,740000.0,484.38,LORONG 35 GEYLANG,Resale,Strata,Apartment,1.0,14.0,Rest of Central Region,train,24,1,1,5,1,9999,0,9999,0,0.0,0,0,0,1,0.49999999999999994,0.8660254037844387
THE JOVELL,700000.0,452.09,FLORA DRIVE,Sub Sale,Strata,Condominium,1.0,17.0,Outside Central Region,train,22,11,1,5,0,99,2018,95,4,0.04040404040404041,1,1,1,4,-0.5000000000000004,0.8660254037844384
8 SAINT THOMAS,3750000.0,1302.44,ST. THOMAS WALK,Resale,Strata,Condominium,1.0,9.0,Core Central Region,train,20,9,26,30,1,9999,0,9999,0,0.0,0,0,0,3,-1.0,-1.8369701987210297e-16
CHANGI GREEN,1280000.0,1216.33,UPPER CHANGI ROAD EAST,Resale,Strata,Condominium,1.0,16.0,Outside Central Region,train,21,10,1,5,1,9999,0,9999,0,0.0,0,1,0,4,-0.8660254037844386,0.5000000000000001
AFFINITY AT SERANGOON,1380000.0,731.95,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,Apartment,1.0,19.0,Outside Central Region,train,23,9,6,10,0,99,2018,94,5,0.050505050505050504,1,0,0,3,-1.0,-1.8369701987210297e-16
PARC BOTANNIA,1265000.0,785.77,FERNVALE STREET,Resale,Strata,Condominium,1.0,28.0,Outside Central Region,train,24,12,21,25,0,99,2016,91,8,0.08080808080808081,1,0,0,4,-2.4492935982947064e-16,1.0
ECO,1400000.0,1162.51,BEDOK SOUTH AVENUE 3,Resale,Strata,Condominium,1.0,16.0,Outside Central Region,train,22,1,11,15,0,99,2012,89,10,0.10101010101010101,1,0,0,1,0.49999999999999994,0.8660254037844387
RIVERSOUND RESIDENCE,1130000.0,1065.64,SENGKANG EAST AVENUE,Resale,Strata,Condominium,1.0,19.0,Outside Central Region,train,21,11,1,5,0,99,2011,89,10,0.10101010101010101,1,1,1,4,-0.5000000000000004,0.8660254037844384
PINETREE HILL,1990000.0,796.54,PINE GROVE,New Sale,Strata,Condominium,1.0,21.0,Rest of Central Region,train,23,11,6,10,0,99,2022,98,1,0.010101010101010102,1,1,1,4,-0.5000000000000004,0.8660254037844384
VAN HOLLAND,3878980.0,1345.5,HOLLAND ROAD,New Sale,Strata,Condominium,1.0,10.0,Core Central Region,train,22,11,1,5,1,9999,0,9999,0,0.0,0,1,1,4,-0.5000000000000004,0.8660254037844384
D'WEAVE,708000.0,419.8,LORONG 39 GEYLANG,Resale,Strata,Apartment,1.0,14.0,Rest of Central Region,train,24,4,1,5,1,9999,0,9999,0,0.0,0,0,0,2,0.8660254037844387,-0.49999999999999983
SEASONS PARK,875000.0,1044.11,YIO CHU KANG ROAD,Resale,Strata,Condominium,1.0,26.0,Outside Central Region,train,21,8,1,5,0,99,1995,73,26,0.26262626262626265,2,0,0,3,-0.8660254037844384,-0.5000000000000004
TEMBUSU GRAND,4244000.0,1711.48,JALAN TEMBUSU,New Sale,Strata,Condominium,1.0,15.0,Rest of Central Region,train,24,8,16,20,0,99,2022,97,2,0.020202020202020204,1,0,0,3,-0.8660254037844384,-0.5000000000000004
LIIV RESIDENCES,1050000.0,592.02,PASIR PANJANG ROAD,Resale,Strata,Apartment,1.0,5.0,Rest of Central Region,train,22,12,1,5,1,9999,0,9999,0,0.0,0,0,0,4,-2.4492935982947064e-16,1.0
SHIRO,640000.0,452.09,LORONG H TELOK KURAU,Resale,Strata,Apartment,1.0,15.0,Outside Central Region,train,20,10,1,5,1,9999,0,9999,0,0.0,0,1,0,4,-0.8660254037844386,0.5000000000000001
CASA MERAH,1368000.0,990.29,TANAH MERAH KECHIL AVENUE,Resale,Strata,Apartment,1.0,16.0,Outside Central Region,train,24,7,6,10,0,99,2006,81,18,0.18181818181818182,1,0,0,3,-0.4999999999999998,-0.8660254037844388
CASA MERAH,1760000.0,1227.1,TANAH MERAH KECHIL AVENUE,Resale,Strata,Apartment,1.0,16.0,Outside Central Region,train,24,5,1,5,0,99,2006,81,18,0.18181818181818182,1,0,0,2,0.49999999999999994,-0.8660254037844387
AMBER PARK,3268000.0,1302.44,AMBER GARDENS,New Sale,Strata,Condominium,1.0,15.0,Rest of Central Region,train,22,8,1,5,1,9999,0,9999,0,0.0,0,0,0,3,-0.8660254037844384,-0.5000000000000004
